EmployeeId,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
367,49.0,Travel_Rarely,1260.9999999999998,Research & Development,7.0,Bachelor,Other,1.0,Good,Male,31.0,Good,3.0,Healthcare Representative,High,Single,10965.0,12066.0,8.0,Y,No,24.0,Outstanding,High,80.0,0.0,26.0,2.0,Excellent,5.0,2.0,0.0,0.0,No
368,19.0,Travel_Rarely,528.0,Sales,22.0,Below College,Marketing,1.0,Very High,Male,50.0,High,1.0,Sales Representative,High,Single,1675.0,26820.000000000004,1.0,Y,Yes,19.0,Excellent,Very High,80.0,0.0,0.0,2.0,Good,0.0,0.0,0.0,0.0,Yes
369,24.0,Non-Travel,673.0,Research & Development,11.0,College,Other,1.0,Low,Female,96.0,Very High,2.0,Manufacturing Director,High,Divorced,4011.0,8232.0,0.0,Y,No,18.0,Excellent,Very High,80.0,1.0,5.0,5.0,Good,4.0,2.0,1.0,3.0,No
370,22.0,Travel_Rarely,604.0,Research & Development,6.0,Below College,Medical,1.0,Low,Male,69.0,High,1.0,Research Scientist,High,Married,2773.0,12145.0,0.0,Y,No,20.0,Outstanding,Very High,80.0,0.0,3.0,3.0,Excellent,2.0,2.0,2.0,2.0,No
371,42.0,Travel_Frequently,570.0,Research & Development,8.0,Bachelor,Life Sciences,1.0,Good,Male,66.0,High,5.0,Manager,Very High,Divorced,18430.0,16225.0,1.0,Y,No,13.0,Excellent,Good,80.0,1.0,24.0,4.0,Good,24.0,7.0,14.0,9.0,No
372,33.0,Travel_Frequently,1392.0,Research & Development,3.0,Master,Life Sciences,1.0,Very High,Female,56.0,High,1.0,Research Scientist,High,Married,2909.0,23159.000000000004,1.0,Y,Yes,11.0,Excellent,High,80.0,0.0,8.0,3.0,Excellent,8.0,7.0,3.0,0.0,No
373,37.0,Travel_Rarely,1115.0,Research & Development,1.0,Master,Life Sciences,1.0,Low,Male,51.0,Good,2.0,Manufacturing Director,High,Divorced,5993.0,2689.0,1.0,Y,No,18.0,Excellent,High,80.0,1.0,7.0,2.0,Outstanding,7.0,5.0,0.0,7.0,No
374,39.0,Travel_Frequently,1218.0,Research & Development,1.0,Below College,Life Sciences,1.0,Good,Male,52.0,High,5.0,Manager,High,Divorced,19197.0,8212.999999999998,1.0,Y,Yes,14.0,Excellent,High,80.0,1.0,21.0,3.0,Excellent,21.0,8.0,1.0,6.0,No
375,36.0,Travel_Frequently,606.9999999999999,Sales,7.0,Bachelor,Marketing,1.0,Low,Female,83.0,Very High,2.0,Sales Executive,Low,Married,4639.0,2261.0,2.0,Y,No,16.0,Excellent,Very High,80.0,1.0,17.0,2.0,Good,15.0,7.0,6.0,13.0,No
376,50.0,Travel_Rarely,1046.0,Research & Development,10.0,Bachelor,Technical Degree,1.0,Very High,Male,100.0,Good,3.0,Healthcare Representative,Very High,Single,10496.0,2755.0,6.0,Y,No,15.0,Excellent,Very High,80.0,0.0,20.0,2.0,Excellent,4.0,3.0,1.0,3.0,No
377,33.0,Travel_Rarely,213.0000000000001,Research & Development,7.0,Bachelor,Medical,1.0,High,Male,49.0,High,3.0,Research Director,High,Married,11690.999999999998,25995.0,0.0,Y,No,11.0,Excellent,Very High,80.0,0.0,14.0,3.0,Outstanding,13.0,9.0,3.0,7.0,No
378,43.0,Travel_Frequently,1001.0,Research & Development,9.0,Doctor,Medical,1.0,Very High,Male,72.0,High,2.0,Laboratory Technician,High,Divorced,5678.999999999998,19627.0,3.0,Y,Yes,13.0,Excellent,Good,80.0,1.0,10.0,3.0,Excellent,8.0,7.0,4.0,7.0,No
379,30.0,Travel_Rarely,1275.0,Research & Development,28.0,College,Medical,1.0,Very High,Female,64.0,High,2.0,Research Scientist,Very High,Married,5775.0,11934.0,1.0,Y,No,13.0,Excellent,Very High,80.0,2.0,11.0,2.0,Excellent,10.0,8.0,1.0,9.0,No
380,36.0,Travel_Rarely,1218.0,Sales,9.0,Master,Life Sciences,1.0,High,Male,82.0,Good,1.0,Sales Representative,Low,Single,3407.0,6986.0,7.0,Y,No,23.0,Outstanding,Good,80.0,0.0,10.0,4.0,Excellent,5.0,3.0,0.0,3.0,Yes
381,27.0,Travel_Rarely,1055.0,Research & Development,2.0,Master,Life Sciences,1.0,Low,Female,47.0,High,2.0,Manufacturing Director,Very High,Married,4227.0,4658.0,0.0,Y,No,18.0,Excellent,Good,80.0,1.0,4.0,2.0,Excellent,3.0,2.0,2.0,2.0,No
382,42.0,Travel_Rarely,469.0,Research & Development,2.0,College,Medical,1.0,Very High,Male,35.0,High,4.0,Manager,Low,Married,17665.000000000004,14399.0,0.0,Y,No,17.0,Excellent,Very High,80.0,1.0,23.0,3.0,Excellent,22.0,6.0,13.0,7.0,No
383,36.0,Travel_Rarely,660.0,Research & Development,15.0,Bachelor,Other,1.0,Low,Male,81.0,High,2.0,Laboratory Technician,High,Divorced,4834.0,7858.0,7.0,Y,No,14.0,Excellent,Good,80.0,1.0,9.0,3.0,Good,1.0,0.0,0.0,0.0,Yes
384,29.0,Travel_Rarely,1329.0,Research & Development,7.0,Bachelor,Life Sciences,1.0,High,Male,82.0,High,2.0,Healthcare Representative,Very High,Divorced,6623.000000000001,4204.0,1.0,Y,Yes,11.0,Excellent,Good,80.0,2.0,6.0,2.0,Excellent,6.0,0.0,1.0,0.0,No
385,37.0,Travel_Rarely,482.0,Research & Development,3.0,Bachelor,Other,1.0,High,Male,36.0,High,3.0,Manufacturing Director,High,Married,9434.0,9605.999999999996,1.0,Y,No,15.0,Excellent,High,80.0,1.0,10.0,2.0,Excellent,10.0,7.0,7.0,8.0,No
386,40.0,Travel_Rarely,1416.0,Research & Development,2.0,College,Medical,1.0,Low,Male,49.0,High,5.0,Research Director,High,Divorced,19436.0,5949.000000000002,0.0,Y,No,19.0,Excellent,Very High,80.0,1.0,22.0,5.0,Excellent,21.0,7.0,3.0,9.0,No
387,58.0,Travel_Rarely,286.0,Research & Development,2.0,Master,Life Sciences,1.0,Very High,Male,31.0,High,5.0,Research Director,Good,Single,19246.0,25761.0,7.0,Y,Yes,12.0,Excellent,Very High,80.0,0.0,40.0,2.0,Excellent,31.0,15.0,13.0,8.0,Yes
388,40.0,Travel_Rarely,1308.0,Research & Development,14.0,Bachelor,Medical,1.0,High,Male,44.0,Good,5.0,Research Director,High,Single,19626.0,17544.0,1.0,Y,No,14.0,Excellent,Low,80.0,0.0,21.0,2.0,Outstanding,20.0,7.0,4.0,9.0,No
389,30.0,Travel_Rarely,1339.0,Sales,5.0,Bachelor,Life Sciences,1.0,Good,Female,41.0,High,3.0,Sales Executive,Very High,Married,9419.0,8053.000000000001,2.0,Y,No,12.0,Excellent,High,80.0,1.0,12.0,2.0,Excellent,10.0,9.0,7.0,4.0,No
390,33.0,Travel_Rarely,118.0,Sales,16.0,Bachelor,Marketing,1.0,Low,Female,69.0,High,2.0,Sales Executive,Low,Single,5324.0,26507.0,5.0,Y,No,15.0,Excellent,High,80.0,0.0,6.0,3.0,Excellent,3.0,2.0,0.0,2.0,Yes
391,31.0,Non-Travel,978.9999999999999,Research & Development,1.0,Master,Medical,1.0,High,Male,90.0,Low,2.0,Manufacturing Director,High,Married,4345.0,4381.000000000002,0.0,Y,No,12.0,Excellent,Very High,80.0,1.0,6.0,2.0,Excellent,5.0,4.0,1.0,4.0,No
392,30.0,Non-Travel,879.0,Research & Development,9.0,College,Medical,1.0,High,Female,72.0,High,2.0,Manufacturing Director,High,Single,4695.0,12858.0,7.0,Y,Yes,18.0,Excellent,High,80.0,0.0,10.0,3.0,Excellent,8.0,4.0,1.0,7.0,No
393,59.0,Travel_Rarely,1324.0,Research & Development,3.0,Bachelor,Medical,1.0,High,Female,81.0,Very High,1.0,Laboratory Technician,Low,Married,2670.0,9964.0,4.0,Y,Yes,20.0,Outstanding,Low,80.0,3.0,12.0,3.0,Good,1.0,0.0,0.0,0.0,No
394,49.0,Travel_Frequently,1475.0,Research & Development,28.0,College,Life Sciences,1.0,Low,Male,97.0,Good,2.0,Laboratory Technician,Low,Single,4284.0,22710.0,3.0,Y,No,20.0,Outstanding,Low,80.0,0.0,20.0,2.0,Excellent,4.0,3.0,1.0,3.0,Yes
395,28.0,Travel_Rarely,736.0,Sales,26.0,Bachelor,Life Sciences,1.0,High,Male,48.0,Good,2.0,Sales Executive,Low,Married,4724.0,24232.0,1.0,Y,No,11.0,Excellent,High,80.0,1.0,5.0,0.0,Excellent,5.0,3.0,0.0,4.0,No
396,36.0,Travel_Rarely,324.9999999999999,Research & Development,10.0,Master,Technical Degree,1.0,Very High,Female,63.0,High,3.0,Healthcare Representative,High,Married,7094.0000000000055,5747.000000000004,3.0,Y,No,12.0,Excellent,Low,80.0,0.0,10.0,0.0,Excellent,7.0,7.0,1.0,7.0,No
397,28.0,Travel_Rarely,103.0,Research & Development,24.0,Bachelor,Life Sciences,1.0,High,Male,50.0,Good,1.0,Laboratory Technician,High,Single,2028.0,12947.0,5.0,Y,Yes,14.0,Excellent,Good,80.0,0.0,6.0,4.0,Excellent,4.0,2.0,0.0,3.0,Yes
398,26.0,Travel_Frequently,575.0,Research & Development,3.0,Below College,Technical Degree,1.0,High,Male,73.0,High,1.0,Research Scientist,Low,Single,3101.999999999999,6582.000000000003,0.0,Y,No,22.0,Outstanding,High,80.0,0.0,7.0,2.0,Excellent,6.0,4.0,0.0,4.0,Yes
399,31.0,Non-Travel,1188.0,Sales,20.0,College,Marketing,1.0,Very High,Female,45.0,High,2.0,Sales Executive,High,Married,6932.0,24406.0,1.0,Y,No,13.0,Excellent,Very High,80.0,1.0,9.0,2.0,Good,9.0,8.0,0.0,0.0,No
400,40.0,Non-Travel,1094.0,Sales,28.0,Bachelor,Other,1.0,High,Male,58.0,Low,3.0,Sales Executive,Low,Divorced,10932.000000000002,11373.0,3.0,Y,No,15.0,Excellent,High,80.0,1.0,20.0,2.0,Excellent,1.0,0.0,0.0,1.0,No
401,27.0,Travel_Rarely,1134.0,Research & Development,16.0,Master,Technical Degree,1.0,High,Female,37.0,High,1.0,Laboratory Technician,Good,Married,2810.9999999999995,12086.0,9.0,Y,No,14.0,Excellent,Good,80.0,1.0,4.0,2.0,Excellent,2.0,2.0,2.0,2.0,No
402,50.0,Travel_Frequently,1115.0,Research & Development,1.0,Bachelor,Life Sciences,1.0,Low,Female,73.0,High,5.0,Research Director,Good,Married,18172.000000000004,9755.0,3.0,Y,Yes,19.0,Excellent,Low,80.0,0.0,28.0,1.0,Good,8.0,3.0,0.0,7.0,No
403,33.0,Travel_Rarely,1277.0,Research & Development,15.0,Below College,Medical,1.0,Good,Male,56.0,High,3.0,Manager,High,Married,13610.0,24619.0,7.0,Y,Yes,12.0,Excellent,Very High,80.0,0.0,15.0,2.0,Outstanding,7.0,6.0,7.0,7.0,Yes
404,46.0,Travel_Frequently,1034.0,Research & Development,18.0,Below College,Medical,1.0,Low,Female,86.0,High,3.0,Healthcare Representative,High,Married,10527.000000000002,8984.0,5.0,Y,No,11.0,Excellent,Very High,80.0,0.0,28.0,3.0,Good,2.0,2.0,1.0,2.0,No
405,33.0,Travel_Rarely,1017.0,Research & Development,25.0,Bachelor,Medical,1.0,Low,Male,55.0,Good,1.0,Research Scientist,Good,Single,2313.0,2992.999999999998,4.0,Y,Yes,20.0,Outstanding,Good,80.0,0.0,5.0,0.0,Excellent,2.0,2.0,2.0,2.0,Yes
406,37.0,Travel_Rarely,396.99999999999994,Research & Development,7.0,Master,Medical,1.0,Low,Male,30.0,High,3.0,Research Director,High,Single,13664.000000000002,25258.0,4.0,Y,No,13.0,Excellent,Low,80.0,0.0,16.0,3.0,Outstanding,5.0,2.0,0.0,2.0,No
407,26.0,Travel_Rarely,775.0,Sales,29.0,College,Medical,1.0,Low,Male,45.0,High,2.0,Sales Executive,High,Divorced,4306.0,4267.0,5.0,Y,No,12.0,Excellent,Low,80.0,2.0,8.0,5.0,Excellent,0.0,0.0,0.0,0.0,No
408,50.0,Travel_Rarely,854.0,Sales,1.0,Master,Medical,1.0,Very High,Female,68.0,High,5.0,Manager,Very High,Divorced,19517.0,24118.0,3.0,Y,No,11.0,Excellent,High,80.0,1.0,32.0,3.0,Good,7.0,0.0,0.0,6.0,No
409,58.0,Travel_Rarely,601.0,Research & Development,7.0,Master,Medical,1.0,High,Female,53.0,Good,3.0,Manufacturing Director,Low,Married,10008.0,12023.0,7.0,Y,Yes,14.0,Excellent,Very High,80.0,0.0,31.0,0.0,Good,10.0,9.0,5.0,9.0,Yes
410,31.0,Travel_Rarely,329.0,Research & Development,1.0,College,Life Sciences,1.0,Very High,Male,98.0,Good,1.0,Laboratory Technician,Low,Married,2218.0,16192.999999999998,1.0,Y,No,12.0,Excellent,High,80.0,1.0,4.0,3.0,Excellent,4.0,2.0,3.0,2.0,No
411,26.0,Travel_Frequently,921.0,Research & Development,1.0,Below College,Medical,1.0,Low,Female,66.0,Good,1.0,Research Scientist,High,Divorced,2006.9999999999995,25265.0,1.0,Y,No,13.0,Excellent,High,80.0,2.0,5.0,5.0,Excellent,5.0,3.0,1.0,3.0,No
412,30.0,Travel_Frequently,464.0,Research & Development,4.0,Bachelor,Technical Degree,1.0,High,Male,40.0,High,1.0,Research Scientist,Very High,Single,2284.9999999999995,3427.0,9.0,Y,Yes,23.0,Outstanding,High,80.0,0.0,3.0,4.0,Excellent,1.0,0.0,0.0,0.0,Yes
413,33.0,Travel_Frequently,430.00000000000006,Sales,7.0,Bachelor,Medical,1.0,Very High,Male,54.0,High,2.0,Sales Executive,Low,Married,4373.0,17456.0,0.0,Y,No,14.0,Excellent,Low,80.0,2.0,5.0,2.0,Excellent,4.0,3.0,0.0,3.0,No
414,59.0,Travel_Rarely,1089.0,Sales,1.0,College,Technical Degree,1.0,Good,Male,66.0,High,3.0,Manager,Very High,Married,11904.0,11038.000000000002,3.0,Y,Yes,14.0,Excellent,High,80.0,1.0,14.0,1.0,Low,6.0,4.0,0.0,4.0,No
415,45.0,Travel_Rarely,1384.9999999999998,Research & Development,20.0,College,Medical,1.0,High,Male,79.0,High,4.0,Healthcare Representative,Very High,Married,13496.0,7500.999999999999,0.0,Y,Yes,14.0,Excellent,Good,80.0,0.0,21.0,2.0,Excellent,20.0,7.0,4.0,10.0,No
416,58.0,Travel_Rarely,1272.0,Research & Development,5.0,Bachelor,Technical Degree,1.0,High,Female,37.0,Good,3.0,Healthcare Representative,Good,Divorced,10552.0,9255.0,2.0,Y,Yes,13.0,Excellent,Very High,80.0,1.0,24.0,3.0,Excellent,6.0,0.0,0.0,4.0,No
417,28.0,Travel_Rarely,439.9999999999999,Research & Development,21.0,Bachelor,Medical,1.0,High,Male,42.0,High,1.0,Research Scientist,Very High,Married,2712.9999999999995,6672.000000000001,1.0,Y,No,11.0,Excellent,High,80.0,1.0,5.0,2.0,Low,5.0,2.0,0.0,2.0,No
418,30.0,Travel_Rarely,852.0,Sales,10.0,Bachelor,Marketing,1.0,High,Male,72.0,Good,2.0,Sales Executive,High,Married,6578.0,2706.0,1.0,Y,No,18.0,Excellent,Low,80.0,1.0,10.0,3.0,Excellent,10.0,3.0,1.0,4.0,No
419,46.0,Travel_Frequently,1211.0000000000002,Sales,5.0,Master,Marketing,1.0,Low,Male,98.0,High,2.0,Sales Executive,Very High,Single,5772.0,20445.0,4.0,Y,Yes,21.0,Outstanding,High,80.0,0.0,14.0,4.0,Excellent,9.0,6.0,0.0,8.0,No
420,31.0,Travel_Frequently,1060.0,Sales,1.0,Bachelor,Life Sciences,1.0,Very High,Female,54.0,High,1.0,Sales Representative,Good,Single,2302.0,8319.0,1.0,Y,Yes,11.0,Excellent,Low,80.0,0.0,3.0,2.0,Outstanding,3.0,2.0,2.0,2.0,Yes
421,31.0,Travel_Rarely,202.0,Research & Development,8.0,Bachelor,Life Sciences,1.0,Low,Female,34.0,Good,1.0,Research Scientist,Good,Single,1261.0,22262.0,1.0,Y,No,12.0,Excellent,High,80.0,0.0,1.0,3.0,Outstanding,1.0,0.0,0.0,0.0,Yes
422,22.0,Travel_Rarely,1256.0,Research & Development,19.0,Below College,Medical,1.0,High,Male,80.0,High,1.0,Research Scientist,Very High,Married,2323.0,11992.0,1.0,Y,No,24.0,Outstanding,Low,80.0,2.0,2.0,6.0,Excellent,2.0,2.0,2.0,2.0,No
423,22.0,Non-Travel,1123.0,Research & Development,16.0,College,Medical,1.0,Very High,Male,96.0,Very High,1.0,Laboratory Technician,Very High,Divorced,2935.0,7323.999999999998,1.0,Y,Yes,13.0,Excellent,Good,80.0,2.0,1.0,2.0,Good,1.0,0.0,0.0,0.0,No
424,36.0,Travel_Rarely,852.0,Research & Development,5.0,Master,Life Sciences,1.0,Good,Female,82.0,Good,1.0,Research Scientist,Low,Married,3419.0,13072.0,9.0,Y,Yes,14.0,Excellent,Very High,80.0,1.0,6.0,3.0,Outstanding,1.0,1.0,0.0,0.0,No
425,43.0,Travel_Frequently,185.0,Research & Development,10.0,Master,Life Sciences,1.0,High,Female,33.0,High,1.0,Laboratory Technician,Very High,Single,2455.0000000000005,10674.999999999996,0.0,Y,No,19.0,Excellent,Low,80.0,0.0,9.0,5.0,Excellent,8.0,7.0,1.0,7.0,No
426,35.0,Travel_Frequently,130.0,Research & Development,25.0,Master,Life Sciences,1.0,Very High,Female,96.0,High,1.0,Research Scientist,Good,Divorced,2022.0,16612.0,1.0,Y,Yes,19.0,Excellent,Low,80.0,1.0,10.0,3.0,Good,10.0,2.0,7.0,8.0,Yes
427,60.0,Travel_Frequently,1499.0,Sales,28.0,Bachelor,Marketing,1.0,High,Female,80.0,Good,3.0,Sales Executive,Low,Married,10266.0,2845.0,4.0,Y,No,19.0,Excellent,Very High,80.0,0.0,22.0,5.0,Outstanding,18.0,13.0,13.0,11.0,No
428,34.0,Travel_Rarely,131.0,Sales,2.0,Bachelor,Marketing,1.0,High,Female,86.0,High,2.0,Sales Executive,Low,Single,4538.0,6039.0,0.0,Y,Yes,12.0,Excellent,Very High,80.0,0.0,4.0,3.0,Excellent,3.0,2.0,0.0,2.0,No
429,39.0,Travel_Rarely,1122.0,Research & Development,6.0,Bachelor,Medical,1.0,Very High,Male,70.0,High,1.0,Laboratory Technician,Low,Married,2404.0,4303.0,7.0,Y,Yes,21.0,Outstanding,Very High,80.0,0.0,8.0,2.0,Low,2.0,2.0,2.0,2.0,Yes
430,38.0,Travel_Rarely,770.0,Sales,10.0,Master,Marketing,1.0,High,Male,73.0,Good,3.0,Sales Executive,High,Divorced,8740.0,5569.0,0.0,Y,Yes,14.0,Excellent,Good,80.0,2.0,9.0,2.0,Excellent,8.0,7.0,2.0,7.0,No
431,33.0,Travel_Rarely,587.0,Research & Development,10.0,Below College,Medical,1.0,Low,Male,38.0,Low,1.0,Laboratory Technician,Very High,Divorced,3408.0,6705.0,7.0,Y,No,13.0,Excellent,Low,80.0,3.0,8.0,2.0,Excellent,4.0,3.0,1.0,3.0,Yes
432,25.0,Travel_Rarely,891.0,Sales,4.0,College,Life Sciences,1.0,Good,Female,99.0,Good,2.0,Sales Executive,Very High,Single,4487.0,12090.0,1.0,Y,Yes,11.0,Excellent,Good,80.0,0.0,5.0,3.0,Excellent,5.0,4.0,1.0,3.0,No
433,49.0,Travel_Rarely,1495.0,Research & Development,5.0,Master,Technical Degree,1.0,Low,Male,96.0,High,2.0,Healthcare Representative,High,Married,6651.0,21534.0,2.0,Y,No,14.0,Excellent,Good,80.0,1.0,20.0,0.0,Good,3.0,2.0,1.0,2.0,No
434,45.0,Travel_Rarely,787.9999999999999,Human Resources,24.0,Master,Medical,1.0,Good,Male,36.0,High,1.0,Human Resources,Good,Single,2177.0,8318.0,1.0,Y,No,16.0,Excellent,Low,80.0,0.0,6.0,3.0,Excellent,6.0,3.0,0.0,4.0,No
435,43.0,Travel_Rarely,982.0,Research & Development,12.0,Bachelor,Life Sciences,1.0,Low,Male,59.0,Good,4.0,Research Director,Good,Divorced,14336.000000000005,4344.999999999998,1.0,Y,No,11.0,Excellent,High,80.0,1.0,25.0,3.0,Excellent,25.0,10.0,3.0,9.0,No
436,34.0,Travel_Frequently,829.0,Research & Development,15.0,Bachelor,Medical,1.0,Good,Male,71.0,High,4.0,Research Director,Low,Divorced,17007.0,11929.0,7.0,Y,No,14.0,Excellent,Very High,80.0,2.0,16.0,3.0,Good,14.0,8.0,6.0,9.0,No
437,34.0,Travel_Rarely,1333.0,Sales,10.0,Master,Life Sciences,1.0,High,Female,87.0,High,1.0,Sales Representative,High,Married,2220.0,18410.0,1.0,Y,Yes,19.0,Excellent,Very High,80.0,1.0,1.0,2.0,Excellent,1.0,1.0,0.0,0.0,No
438,23.0,Travel_Rarely,309.99999999999994,Research & Development,10.0,Below College,Medical,1.0,Low,Male,79.0,Very High,1.0,Research Scientist,High,Single,3505.0,19630.0,1.0,Y,No,18.0,Excellent,Very High,80.0,0.0,2.0,3.0,Excellent,2.0,2.0,0.0,2.0,No
439,37.0,Travel_Rarely,571.0,Research & Development,10.0,Below College,Life Sciences,1.0,Very High,Female,82.0,High,1.0,Research Scientist,Low,Divorced,2782.0,19905.0,0.0,Y,Yes,13.0,Excellent,Good,80.0,2.0,6.0,3.0,Good,5.0,3.0,4.0,3.0,No
440,35.0,Travel_Rarely,384.0000000000002,Sales,8.0,Master,Life Sciences,1.0,Low,Female,72.0,High,1.0,Sales Representative,Very High,Married,2572.0,20317.0,1.0,Y,No,16.0,Excellent,Good,80.0,1.0,3.0,1.0,Good,3.0,2.0,0.0,2.0,No
441,36.0,Travel_Rarely,530.0,Sales,3.0,Below College,Life Sciences,1.0,High,Male,51.0,Good,3.0,Sales Executive,Very High,Married,10324.999999999998,5518.000000000002,1.0,Y,Yes,11.0,Excellent,Low,80.0,1.0,16.0,6.0,Excellent,16.0,7.0,3.0,7.0,Yes
442,23.0,Travel_Rarely,1309.0,Research & Development,26.0,Below College,Life Sciences,1.0,High,Male,83.0,High,1.0,Research Scientist,Very High,Divorced,2904.0000000000005,16092.0,1.0,Y,No,12.0,Excellent,High,80.0,2.0,4.0,2.0,Good,4.0,2.0,0.0,2.0,No
443,25.0,Travel_Rarely,883.0,Sales,26.0,Below College,Medical,1.0,High,Female,32.0,High,2.0,Sales Executive,Very High,Single,6180.0,22807.0,1.0,Y,No,23.0,Outstanding,Good,80.0,0.0,6.0,5.0,Good,6.0,5.0,1.0,4.0,No
444,43.0,Non-Travel,1344.0,Research & Development,7.0,Bachelor,Medical,1.0,Very High,Male,37.0,Very High,1.0,Research Scientist,Very High,Divorced,2089.0,5227.999999999998,4.0,Y,No,14.0,Excellent,Very High,80.0,3.0,7.0,3.0,Outstanding,5.0,4.0,2.0,2.0,No
445,41.0,Travel_Rarely,1085.0,Research & Development,2.0,Master,Life Sciences,1.0,Good,Female,57.0,Low,1.0,Laboratory Technician,Very High,Divorced,2778.0,17725.0,4.0,Y,Yes,13.0,Excellent,High,80.0,1.0,10.0,1.0,Good,7.0,7.0,1.0,0.0,Yes
446,25.0,Travel_Rarely,1356.0,Sales,10.0,Master,Life Sciences,1.0,High,Male,57.0,High,2.0,Sales Executive,Very High,Single,4950.0,20623.0,0.0,Y,No,14.0,Excellent,Good,80.0,0.0,5.0,4.0,Excellent,4.0,3.0,1.0,1.0,No
447,52.0,Travel_Rarely,1490.0,Research & Development,4.0,College,Life Sciences,1.0,Very High,Female,30.0,High,4.0,Manager,Very High,Married,16555.0,10310.0,2.0,Y,No,13.0,Excellent,Very High,80.0,0.0,31.0,2.0,Low,5.0,2.0,1.0,4.0,No
448,36.0,Travel_Frequently,541.0,Sales,3.0,Master,Medical,1.0,Low,Male,48.0,Good,3.0,Sales Executive,Very High,Married,9699.0,7246.000000000002,4.0,Y,No,11.0,Excellent,Low,80.0,1.0,16.0,2.0,Excellent,13.0,9.0,1.0,12.0,No
449,26.0,Travel_Rarely,1066.0,Research & Development,2.0,College,Medical,1.0,Very High,Male,32.0,Very High,2.0,Manufacturing Director,Very High,Married,5472.0,3334.0,1.0,Y,No,12.0,Excellent,Good,80.0,0.0,8.0,2.0,Excellent,8.0,7.0,1.0,3.0,No
450,56.0,Travel_Frequently,1240.0,Research & Development,9.0,Bachelor,Medical,1.0,Low,Female,63.0,High,1.0,Research Scientist,High,Married,2942.0,12154.0,2.0,Y,No,19.0,Excellent,Good,80.0,1.0,18.0,4.0,Excellent,5.0,4.0,0.0,3.0,No
451,34.0,Travel_Frequently,878.0000000000001,Research & Development,10.0,Master,Medical,1.0,Very High,Male,43.0,High,1.0,Research Scientist,High,Divorced,3815.0,5972.0,1.0,Y,Yes,17.0,Excellent,Very High,80.0,1.0,5.0,4.0,Outstanding,5.0,3.0,2.0,0.0,No
452,38.0,Travel_Rarely,395.0,Sales,9.0,Bachelor,Marketing,1.0,Good,Male,98.0,Good,1.0,Sales Representative,Good,Married,2898.9999999999995,12102.0,0.0,Y,No,19.0,Excellent,Very High,80.0,1.0,3.0,3.0,Excellent,2.0,2.0,1.0,2.0,No
453,36.0,Travel_Rarely,1403.0,Research & Development,6.0,Bachelor,Life Sciences,1.0,Very High,Male,47.0,High,1.0,Laboratory Technician,Very High,Married,3210.0,20251.0,0.0,Y,No,11.0,Excellent,High,80.0,1.0,16.0,4.0,Excellent,15.0,13.0,10.0,11.0,No
454,26.0,Travel_Rarely,192.0,Research & Development,1.0,College,Medical,1.0,Low,Male,59.0,Good,1.0,Laboratory Technician,Low,Married,3955.0,11141.0,1.0,Y,No,16.0,Excellent,Low,80.0,2.0,6.0,2.0,Excellent,5.0,3.0,1.0,3.0,No
455,29.0,Travel_Rarely,408.0,Sales,23.0,Below College,Life Sciences,1.0,Very High,Female,45.0,Good,3.0,Sales Executive,Low,Married,7336.000000000002,11162.0,1.0,Y,No,13.0,Excellent,Low,80.0,1.0,11.0,3.0,Low,11.0,8.0,3.0,10.0,Yes
456,27.0,Travel_Rarely,1157.0,Research & Development,17.0,Bachelor,Technical Degree,1.0,High,Male,51.0,High,1.0,Research Scientist,Good,Married,3058.0,13364.0,0.0,Y,Yes,16.0,Excellent,Very High,80.0,1.0,6.0,3.0,Good,5.0,2.0,1.0,1.0,No
457,31.0,Travel_Frequently,667.0,Sales,1.0,Master,Life Sciences,1.0,Good,Female,50.0,Low,1.0,Sales Representative,High,Single,1359.0000000000005,16154.0,1.0,Y,No,12.0,Excellent,Good,80.0,0.0,1.0,3.0,Excellent,1.0,0.0,0.0,0.0,Yes
458,43.0,Travel_Frequently,775.0,Sales,15.0,Bachelor,Life Sciences,1.0,Very High,Male,47.0,Good,2.0,Sales Executive,Very High,Married,6804.0,23683.0,3.0,Y,No,18.0,Excellent,High,80.0,1.0,7.0,5.0,Excellent,2.0,2.0,2.0,2.0,No
459,36.0,Non-Travel,1434.0,Sales,8.0,Master,Life Sciences,1.0,Low,Male,76.0,Good,3.0,Sales Executive,Low,Single,7587.0,14229.0,1.0,Y,No,15.0,Excellent,Good,80.0,0.0,10.0,1.0,Excellent,10.0,7.0,0.0,9.0,No
460,40.0,Travel_Rarely,329.0,Research & Development,1.0,Master,Life Sciences,1.0,Good,Male,88.0,High,1.0,Laboratory Technician,Good,Married,2386.9999999999995,6762.0,3.0,Y,No,22.0,Outstanding,High,80.0,1.0,7.0,3.0,Excellent,4.0,2.0,0.0,3.0,No
